Neuer-Kimmich,Süle,Hummels,Hector-Kroos,Rudy-Reus,Brandt,Werner-Gomez ist wohl das beste @name z.Zt.! #Doppelpass #DoPa #WirFür5 #KorGer	OTHER	NOTHING
Zwischenkundgebung am Augustusplatz! Der Demozug ist gerade angekommen und wir freuen uns auf die Redebeiträge.  #gso2018 #globalspaceodyssey #leipzig	OTHER	NOTHING
Bayernpartei: #BAMF-Skandal - Staatsversagen erster Klasse http://#ots	OTHER	NOTHING
@name Tausche Murksel samt Möchtegern-Regierung gegen diese Präsidentin.	OFFENSE	NOTHING
#BEL spielt die ganze Zeit durchschnittlich und dann zeigen sie ab und zu ihre Weltklasse. #belpan #wm2018	OTHER	NOTHING
Bierhoff verteidigt Gauland: auch Politiker treten mal in ein Fettnäpfchen, aber weiter gehts.... http://@name	OTHER	NOTHING
Hoffe die Büchners bleiben drin. Wegen der streiterei  #Sommerhaus	OTHER	NOTHING
http://#Sehbehindertentag "Sehbehindert im Museum" - 66 Museen beteiligen sich an bundesweiter Aktion  Deutscher Blinden- und Sehbehindertenverband E. V. http://	OTHER	NOTHING
Statt #Susanna trendet immer noch die #Badehose von Gauland. Dem Shadow-Ban von Twitter sei Dank. Was ihr zum Hashtag twittert, kann fast niemand mehr sehen, deshalb gibt es so wenige Likes und Retweets.	OTHER	NOTHING
#AlternativeFürPlasberg Warum wird die UN-Behindertenrechtskonvention nicht umgesetzt? Warum halten sich Behörden nicht an deutsche Gesetze? Wann wird Behördenterror gegen Wehrlose abgeschafft?  (Bundestag weiss seit JAHREN davon)	OTHER	NOTHING
#autger Österreich-Türkei 0:1 (Özil, 67.min)	OFFENSE	NOTHING
#Deutschland #Türkei  Dieses Gefühl welches Özil und Gündogan zur Zeit erleben genau das erleben wir seit 55 Jahren in Deutschland Tag täglich.  DFB-Elf: Beim Testspiel werden Gündogan und Özil ausgepfiffen http://@name	OTHER	NOTHING
@name Lauer wieder. Der hetzer vom Dienst. Meinst du etwa diese Art Kreuze an die diese Moslems(Türken)damals Armenische Frauen genagelt haben?	OFFENSE	NOTHING
Endresultat: #Vollgeldinitiative wird mit 75,7% abgelehnt, #Geldspielgesetz mit 72,9% angenommen. ^um #abst18 #Vollgeld #gsg	OTHER	NOTHING
Der pensionierte Puffpapa. Ist das jetzt schon #SchwiegertochterGesucht?  #Sommerhaus	OFFENSE	NOTHING
Kommentar von Julian Reichelt: Lothar Matthäus sollte keine blutigen Hände schütteln! http://	OTHER	NOTHING
Kommt da etwa mal "klare Kante" gegenüber dem ideologischen Wildwuchs der "Alles ist #hatespeech und #nazi" Gruppe um die @name Stiftung und @name?  Wäre lange überfällig. #seehofer http://	OTHER	NOTHING
Julian ist sogar für einen Sportlehrer zu dumm. #Sommerhaus	OFFENSE	NOTHING
Saudi-Arabien ist ab sofort Geheimfavorit! #gersau	OTHER	NOTHING
Die sind kein (nicht nur) ein Fall für Politik und Verfassungsschutz, eher für Psychiater und Geschlossene. #Tatort	OTHER	NOTHING
Hallo #Kohlekommission, Kohle zu verkokeln, um Strom zu machen ist STRUNZDUMM und eine Technologie vom Ende 18. Jahrhundert, wir haben inzwischen 2018. Wollt´s nur nochmal bewusst gemacht haben.	OTHER	NOTHING
Alle schreiben von #Unwetter und die Warnungen für die Umgebung #Hamburg werden jeden Tag aufs neue veröffentlicht. Aber ein Blick nach draußen sagt: Sonne, keine Wolke und 32 Grad. Ich möchte Regen und Abkühlung bitte. #Hitze #Dachgeschoss #Warm	OTHER	NOTHING
Ab heute hängen in bayrischen Amtsstuben nicht nur die Beamten rum. #Kreuzpflicht #Bayern #CSU	OTHER	NOTHING
Das "#Babtschenko " Szenario !..#ArkadyBabchenko #ArkadiBabtchenko #Ukraine #Kiew #SBU #FakeNews #FalseFlag #MSM #Russia #Russland #Propaganda #Skripal #WorldCup2018 #fabrication #Poroshenko #Nazi #Neonazis #McCain #Putin #fakemedia ..http://	OTHER	NOTHING
1054 Auf der BgR Demo sind etwa 1000 Leute. #notddz #nonazis	OTHER	NOTHING
Die Frage #Mandela|s ist heute noch relevant: Was können wir tun, um unser Umfeld zu verbessern? Ich bin davon überzeugt, dass wir das nicht mit Abschottung und Hetze schaffen, sondern mit Offenheit und Toleranz! #Mandela100 http://	OTHER	NOTHING
Erfolgreicher Abend für #RTL dank #GZSZ und #Sommerhaus. "Gute Zeiten, schlechte Zeiten" sahen 18,8% der 14- bis 59-Jährigen und war damit die Nr. 1 in dieser Zielgruppe. "Das Sommerhaus der Stars" landete mit  14,5%" auf Platz 2. #Quoten	OTHER	NOTHING
Hmmm, jetzt tritschelt das Spiel so ein bisserl dahin! #croden #WM2018 http://	OTHER	NOTHING
@name Neuer; Kimmich, Rudiger, Hummels, Hector; Goretzka, Kroos; Brandt, Reus, Werner; Gomez #KORGER #DieMannschaft #ZSMMN	OTHER	NOTHING
Er hat es getan. #Strafzölle! Shocking! Handels - KRIEG! Stahl- und Aluminiumexporteure müssen nach dem Willen von Donald Trump künftig draufzahlen. In Brüssel reagiert man besorgt. Ist trotzdem alles nicht so schlimm? http://://t.co/UzIn0nAg43	OTHER	NOTHING
Die #Polizei sucht nach einem 20-jährigen #Iraker, der als #Asylbewerber in einer Wiesbadener Flüchtlingsunterkunft wohnt. Es ist unklar, bis wann er sich dort aufgehalten hatte. #BAMF #Refugees #Susanna   http://	OTHER	NOTHING
also, wenn ich so toll, geil, sexy, erfolgreich, kompetent und beliebt wäre, ich würde mich jeden tag selber vernaschen. #Sommerhaus	OTHER	NOTHING
Die drei wichtigsten politischen Meldungen des Tages:  - #Rajoy wurde in einem Misstrauensvotum gestürzt - europäische Politiker mutmaßen, Strafzölle könnten unter Umständen nicht ganz so positiv sein - #Söder kriecht beim Papst zu Kreuze	OTHER	NOTHING
Es war schön mit Freunden unterwegs zu sein aber eigentlich habe ich mich besonders auf die Wiederholung vom #Sommerhaus gefreut!	OTHER	NOTHING
@name Permanent Ankündigungs-Minister Seehofer möge in Rente gehen und die Irre im Kanzleramt gleich mitnehmen.	OTHER	NOTHING
Ich freu mich über jeden Flüchtling in Deutschland. #weltfluechtlingstag	OTHER	NOTHING
Ich sag's ja ungern, aber #Trump hat bzgl #Nordstream2 vollkommen recht. Das Projekt ist ein #GermanyFirst übelster Sorte.	OTHER	NOTHING
"das Metephorische daran kotzte mich an" @name at #tddl	OTHER	NOTHING
@name Aber ist die Höhe angemessen? Der riesige Personalapperat muss dringend entschlackt werden. Außerdem hat Werbung im Öffentlich-Rechtlichen nichts zu suchen! #rundfunkbeitrag	OTHER	NOTHING
Besuch in London: Queen empfängt Präsident Trump und First Lady Melania                                                   http://://t.co/Prv8pnBs0B	OTHER	NOTHING
@name @name Wir sollten diese Nazi Tante mit ihren eigenen Waffen schlagen! Aufdecken und vorzeigen!	OFFENSE	NOTHING
Wir brauchen keinen  #Integrationsgipfel wir brauchen DRINGEND einen #Massenabschiebungsgipfel ! Schlafen die denn alle da um Murksel rum?	OFFENSE	NOTHING
Heute ist #Sehbehindertentag! Das Allgemeine Gleichbehandlungsgesetz gibt es übrigens auch als für Vorlese-Software optimiertes PDF und in Braille-Schrift.   http://	OTHER	NOTHING
Polizei hat bei Suche nach Susanna Leiche entdeckt.. http://	OTHER	NOTHING
Das einzig Sichere im #Unterschichtenfernsehen #TrashTV, sind die Sendungen mit "#Stars" im Titel - garantiert ist dort niemand zu sehen, der auch nur bekannt ist mit einem  *#STAR*. Geil!  #Sommerhaus	OTHER	NOTHING
bin das weib über das traurige soundcloud rapper texte schreiben	OFFENSE	NOTHING
Sarah, die Schlampe.   Pietro, der normale Mensch. #Fernsehgarten	OFFENSE	NOTHING
Weibliche Leiche gefunden - Ist es die 14-jährige Susanna F.? - DIE WELT  http://	OTHER	NOTHING
Heute Nachmittag Fußball schauen in der Trinkhalle #gerkor	OTHER	NOTHING
@name @name @name Genau so werden sie dann in Europa zu Werke gehen wenn ihre Wünsche nicht in Erfüllung gehen! Dann kommen wieder liebe Menschen und sagen wir haben das nicht geahnt. (Michel aus Dummvolk)	OTHER	NOTHING
Was. Für. Ein. Spiel! Unsere Analyse zum packenden 3:3 zwischen Portugal und Spanien ist online: http://#poresp #WM2018	OTHER	NOTHING
Hat Donald Trump eigentlich schon aus der Airforce One die Vereinbarung mit Mexiko und Kanada zur #WM2026 widerrufen?  Oder geht die direkt an die Fifa?	OTHER	NOTHING
Hässliche Fotze #Wimbledon #TennisTourette	OFFENSE	NOTHING
Aaaah der verfickte Schwulenhasser #Fernsehgarten	OFFENSE	NOTHING
@name Pack Switch in Dock Schließ am Dock Maus und Tastatur an zu zack ist es wieder gut :D xD	OTHER	NOTHING
Das erklärt manchen Unsinn der verbreitet und gerne zitiert wird. #FakeNews #FakeScience http://	OTHER	NOTHING
Richtig!!! Und #Seehofer soll wegen #SamiA zurücktreten und der #lifeline Kapitän der den Täter vielleicht nach Europa gefahren hat bekommt von der #SPD einen Preis! Applause! #Kücknitz #Lübeck #AfD http://	OFFENSE	NOTHING
In #Moabit ist ein Behindertenparkplatz zugeparkt. #24hPolizei	OTHER	NOTHING
@name Jetzt wo er selber enorm unter Druck gerät, will er Özil opfern? Schade das Özil keine Konsequenzen aus der  ganzen Angelegenheit zieht.	OTHER	NOTHING
Der #deutsche #Krieg um #Lebensraum und der #Stolz #deutscher #Politiker - #HISTORISCHES #SACHBUCH http://#gauland #gaulandsstolz #deutschland #afd #nazi #niewieder #vogelschiss	OTHER	NOTHING
#Asylstreit Worum streiten die sich eigentlich? Ob Man Geflüchtete an der Grenze abknallen, Bote mit löchern oder direkt Gefängnisse in Afrika bauen sollte?	OFFENSE	NOTHING
Er rennt zur Siegessäule und gleicht erzählt sie ihm wieder was er für ein dummer Spast ist. #Zahltag	OFFENSE	NOTHING
Abrücken von #Gauland in der #AfD: #Hitler war kein Vogelschiss, sagt MdB Uwe Witt von der @name und bittet Juden um Entschuldigung. http://	OTHER	NOTHING
Absurdistan ist, wenn du die Nazis mit den Auswürfen von Flugtieren vergleichst und dich das zum Nazi macht. #Gauland	OFFENSE	NOTHING
Deutsch Bank Tanz, Wie die Politik Musik Einstellung erneuert. Geld zahl hoch Zeigen oder runter Zeigen alles mit Politik Macht Fernbedienung arbeitet. Deutsche Bank am Abgrund: Das unheilvolle Schweigen der Politik http://@name	OTHER	NOTHING
@name Ich kriege gänsehaut! Die jungsten, 7 und 10 Jahre alt! #gauland f*** dich und diese ikelhafte partei ! #fucknazis #esreicht #Gaulandpause #FCKAfD #fuckafd	OFFENSE	NOTHING
Kollegin ausm Büro mit dem Spruch des Jahres, furztrocken vorgetragen: "also ich will ja nicht sagen, dass die eine Schlampe ist... aber wenn ihre Vagina ein Passwort hätte, wäre das 1234" Böse aber ich lag am Boden.	OFFENSE	NOTHING
#TrumpKimSummit  ..und Trump so: "Ach..und nach Ihnen hat mal also die UN benannt?"	OTHER	NOTHING
Also solch eine Lichtgestalt des menschl. Zusammenlebens darf man doch nicht abweisen. Das wäre ja #Nazi, unmenschlich und intolerant. Und wem hat man solche Zustände zu verdanken? #Merkel #bamf  #WorldRefugeeDay http://	OFFENSE	NOTHING
Okay, eigentlich klar, dass Lodda nicht mehr ganz auf der Höhe ist... aber jetzt dreht er durch   #gerswe #KORGER http://	OFFENSE	NOTHING
AFD Terror in Deutschland   SCHÄUBLE, STEINMEIER, PETRY Politiker entsetzt über Gaulands Nazi-Satz #afddeutschlandverräter http://	OTHER	NOTHING
Auf #Blog1600Penn wurde schon im April 2017 geschrieben, dass #Nordkorea zu Gesprächen mit den #USA bereit ist: http://#TrumpKimSummit #TrumpKim	OTHER	NOTHING
6. Jun: Heute ist der #Sehbehindertentag! In Deutschland leben rund 500.000 sehbehinderte Menschen. http://#event	OTHER	NOTHING
@name @name Kannst du und Gomez bitte Platz machen für den Nachwuchs? Kann das gestockere nicht mehr sehen. Toni ich hoffe ab jetzt zeigst du uns deine Wahre Klasse im rest der WM. Geiles Tor digga	OTHER	NOTHING
#AfD stellte Antrag für Untersuchungsausschuss bzw. Stop #Flüchtlingspolitik von #Merkel + mehr als 50 % Bürger sind dagegen #StopFlüchtlinge. http://@name	OTHER	NOTHING
LIVE: @name CEO @name setzt sich für Schulterschluss von Politik, Wirtschaft und Wissenschaft für nachhaltige #Rohstoffe ein | #FeedStock18 @name @name @name http://	OTHER	NOTHING
Aus "#Flensburg: schon wieder ein messernder Flüchtling"  macht man bei der ARD:  "#Flensburg: keinerlei Hinweise auf Terroranschlag"  -- na super, mit so einer Strohmann-Verarschung die eigenen Zuschauer...	OFFENSE	NOTHING
@name @name #Steinmeier, der Moralapostel der @name, ein echter Beamter, derzeit #Bundespraesident und nicht neutral. Versagen von höchster Stelle!	OTHER	NOTHING
ich date nur jungs die skimasken und illegale waffen besitzen	OTHER	NOTHING
@name Hallo Unitymedia Team, mein kunden Nr ist 353380505 bitte senden Sie mir die erste Rechnung. Danke	OTHER	NOTHING
"Das Feuerchen fängt an zu kochen"...DAS muss man auch erstmal tief sinken lassen bevor man das versteht. Das ist Deep. #Sommerhaus	OTHER	NOTHING
Im neuen @name (und nur dort): die schönsten elf dieser #WM2018 als Plakat zum ausschneiden und aufhängen! #rasenhasen http://	OTHER	NOTHING
@name @name @name #Gauland und seine #AfD gehören vom Verfassungsschutz beobachtet!	OTHER	NOTHING
Xavier Naidoo darf nicht Antisemit genannt werden. Echt jetzt? Als nächstes darf eins den #Seehofer auch nicht mehr Nazi nennen, oder was?	OFFENSE	NOTHING
EIN AUTO, EIN AUTO, EIN AUTO! #Sommerhaus http://	OTHER	NOTHING
Bevor nur irgendjemand einen Audio/Videobeleg der sogenannten #Vogelschiss Rede von Alexander Gauland vorweisen kann, bespeicheln sich Politiker und Redakteure der Republik vor Erregung bereits selbst.	OTHER	NOTHING
Auf eines kann man sich bei #ARG immer verlassen: Kurz vor Schluss brennen die Sicherungen durch. #NGAARG #WM2018	OTHER	NOTHING
In den neuen Verwaltungsrat des TSV München von 1860 e.V. wurden gewählt: Verena Dietl, Robert von Bennigsen, Sebastian Seeböck, Nicolai Walch, Dr. Markus Drees, Christian Groß, Sascha Königsberg, Gerhard Mayer, Norbert Steppe #tsv1860	OTHER	NOTHING
Bürger attackieren Politiker: Hamburger Senat im #G20-Fegefeuer http://@name #HHBue #Sonderausschuss #NoG20	OTHER	NOTHING
Vergesst den #Handelskrieg vergesst #Italien, vergesst #Spanien, vergesst das #Sommernachtskonzert - alles pipifax dagegen, dass das neue Album von @name da ist! #Prequelle ist ziemlich poppig, aber großartig. So, und jetzt entschuldigt mich...	OTHER	NOTHING
#dasperfektedinner  Sagt einer der Mutter Mal bitte, dass die Stifte für Augenbrauen und Lippen nicht die gleichen sind?	OFFENSE	NOTHING
@name Du dummer Nuttensohn es juckt keinen ib du einen neuen schreibtisch hast oder nicht du dummer Dreckiger Pädophiler Nazi hund	OFFENSE	NOTHING
#CSU-Ministerpräsident @name bringt euch nun alle das #Kruzifix.  Für seinen Kreuzzug holt er sich heute den Segen von @name persönlich. /TN http://	OTHER	NOTHING
Update: Festnahme in Wiesbaden im Zusammenhang mit dem Tod von Susanna F. #polizei #mainz  http://	OTHER	NOTHING
Die Polen kommen in guter Form in die #WM2018- Für einige gelten sie als Geheimfavorit, Im ersten Gruppenspiel stehen die Afrikaner aus Senegal im Weg. #WC2018 #WorldCup #POLSEN Live: http://? :D http://	OTHER	NOTHING
Yo - die Melmacer kennen sich aus im in die Luft jagen von Planeten. Das ergibt also schon Sinn... BTW: Schweine ins Weltall... Das ergibt, in Hinsicht auf #Trump, NOCH mehr Sinn. #SpaceForce #SpaceForceOne #DumpTrump #ImpeachTrump http://	OFFENSE	NOTHING
DFB-Elf: Beim Testspiel werden Gündogan und Özil ausgepfiffen wer für ergodogan spielt gehört nicht zu Deutschland http://@name	OFFENSE	NOTHING
http://, ignoriert er selbstgeschaffene Probleme Die Erhaltung seines Volkes hat erste Priorität in seinem Machtanspruch!  (Wer werfe da den ersten Stein)	OTHER	NOTHING
#Hamburg 104 Schilder für 2 Kilometer Straße. Wir werden tatsächlich von Idioten regiert.  Aktionismus in #Hamburg und Forderung flächendeckender Fahrverbote in Deutschland http://@name	OTHER	NOTHING
@name @name Richtig so von Trump, immerhin verdienen diese Spieler durch die Öffentlichkeit ihr Gehalt und sollten daher eine Vorbildfunktion haben.	OTHER	NOTHING
Lol der Neger heißt Rüdiger #autger	OFFENSE	NOTHING
Deutsche Bank am Abgrund: Das unheilvolle Schweigen der Politik - DIE WELT http://	OTHER	NOTHING
Und die #EU-Bürger sind wieder die Deppen, während sich die maroden #EU-Staaten durch #Strafzölle sanieren! @name @name	OTHER	NOTHING
Flugblattverteilen für den guten Zweck vorm #linkebpt #Zukunftsplan statt #lohnkürzung #rettetdasnd #dasmussdrinsein @name @name @name http://	OTHER	NOTHING
Wir wünschen uns mehr beherzte stiefelluder wie Marie Deutsch, dies ist der klare Trend aus Wien ! #AktenzeichenXY	OFFENSE	NOTHING
#AnneWill @name zu " #Putin s #WM Die Welt zu Gast bei Ex Freunden" am 3. Juni 2018 @name http://#Russland #Fussball #FussballWM #WM2018 #FIFA18 #Fifa	OTHER	NOTHING
#f1 #BritishGP #orf1 Ja der Botas ist halt der falsche Hausneger von Hamilton , schiebt ihn raus , während Kimi Hamilton abschiesst !	OFFENSE	NOTHING
Dass mit "Kein Schweinefleisch" direkt an Moslems gedacht wird. Also als Vegetarier oder Jude würde ich mich echt diskriminiert fühlen :) #metwo	OTHER	NOTHING
Bei der Suche nach vermisster Susanna (14) finden Polizisten ihre Leiche! Fahndung wegen Mordverdacht nach Iraker (20), er ist auf der Flucht! http://	OTHER	NOTHING
Wenn dich einer fragt ob du ready bist für die Familienfeier bei der Oma sich wieder nach deinem ~Beziehungsstatus~ erkundigen wird #TrumpKim #TrumpKimSummit http://	OTHER	NOTHING
Einmal mehr halten heute bis 14 Uhr keine #ICE in #Wolfsburg. Diesmal kann die #Bahn aber nix für dafür. http://	OTHER	NOTHING
Mein Buch http://#Unsere_Wuerde #Frauen #Islam #Kopftuch #Berlin #Merkel #CDU #CSU #AfD #SPD #Putin #trump #Pogba #Giroud #Asylstreit #Deutschland #Oesterreich #wien #Moslem #Europe http://	OTHER	NOTHING
Leute, ich fange an Julian zu mögen bitte helft mir. #Sommerhaus	OTHER	NOTHING
das fühl wenn die deutschen noch immer so dumm sind, dass sie von dir eine rechtfertigung erwarten und du heute mit #özil und #rüdiger bei der #DieMannschaft reden willst #gauland #Vogelschiss #BAMF http://	OFFENSE	NOTHING
Schlagfertigkeit: 11 Tipps für schlagfertige Antworten | impulse http://	OTHER	NOTHING
@name Das sagt eine Frau, die selbst regelmäßig Hass schürrt?	OFFENSE	NOTHING
#Bierhoff raus! Wenn Du nur halb so ein Spieler gewesen wärst wie #Özil, könntest Du vielleicht deine dumme Fresse aufmachen. #DFB, schickt den Idioten packen! Eine Schande für den deutschen Fußball!	OFFENSE	NOTHING
#Sommerhaus Ja Büchner-Frau-deren-Name-mich-nicht-interessiert du gehst mir auch auf den Sack. http://	OFFENSE	NOTHING
Gute Idee vom @name: #tkschland 2019 in Büsingen am Hochrhein!  (#Hasscup mangels Fußballplatz als Beach Soccer Tournament im Strandbad Büsingen)	OTHER	NOTHING
Rücktritt, Doch-nicht-Rücktritt, Ultimatum: Ein Sonntag nach dem Geschmack Horst Seehofers http://://t.co/TLdzApksEW	OTHER	NOTHING
Auch bei einem Sieg gegen #Südkorea: So droht #Deutschland noch das WM-Aus vor dem Achtelfinale #GERSWE #KORGER #WM2018 http://	OTHER	NOTHING
Danach lehne ich mich gerne zufrieden zurück.   #grillenundsex	OTHER	NOTHING
@name @name @name @name @name Niemand blendet etwas aus, außer #Gauland.	OTHER	NOTHING
@name Zurecht du hurensohn mach schon mal Zahnarzt Termin	OFFENSE	NOTHING
So Reus geh und zeig der Welt das du besser als Messi bist #WM2018 #GERMEX	OTHER	NOTHING
Diese Darsteller sind zum Start ins Wochenende vorgesehen http://	OTHER	NOTHING
Boateng schlägt Alarm und fordert andere Spielweise http://	OTHER	NOTHING
Urteil im NSU-Prozess: NSU-Urteil: Lebenslange Haft für Beate Zschäpe http://@name	OTHER	NOTHING
@name Coole Flaschenöffner von euch! Treffen wir uns später an der http://? :) #RC18	OTHER	NOTHING
An keinem der 27 so genannten #NSU-Tatorte wurden Spuren von Böhnhardt oder Mundlos gefunden. Weder DNA noch Fingerabdrücke! http://#Gauland #SPD #AfD #Bundestag http://	OTHER	NOTHING
Da fällt mir spontan nur ein Kölner ein ;) #hasscup #tkschland http://	OTHER	NOTHING
Diese Mogelpackung wollen uns Journalisten jetzt ernsthaft als "Einigung" verkaufen? #EUGipfel #Merkel	OTHER	NOTHING
Heute ist #Sehbehindertentag. Empfehle für Infos @name: http://@name: http://, mit der Sehende einfach helfen können.	OTHER	NOTHING
Danke dem Party-Arschloch, das bei offenem Fenster zum Innenhof gerade die Nacht auskotzt. #ekelhaft #prenzlauerberg	OFFENSE	NOTHING
#Lanz #markuslanz ... Ey die reden so, als ob die Welt untergeht! Meine Fresse - als ob die N11 ein Abo auf Siege hat!	OTHER	NOTHING
Gut drei Jahre nach ihrer Gründung hat Bundesinnenminister Horst Seehofer (CSU) die rockerähnliche Gruppe "Osmanen Germania BC" verboten. http://	OTHER	NOTHING
Ich glaub lieber Mallorcas Grenzen schützen als unsere wenn hier krebsrote Strohhütte mit Plastikbrille und Schland-Trikots zu dritt in 1 Urinal pissen	OFFENSE	NOTHING
@name @name @name @name @name @name @name @name Wenn sich niemand in #Flensburg  zum #knutschen findet, muss ich eben jemanden zum knutschen bezahlen http://	OTHER	NOTHING
Wir haben dich vermisst, #GrandeBoucle. Die erste Etappe der #TourdeFrance jetzt im Livestream. #TDF2018 (Bild: Imago) http://://t.co/pyNsu34c6H	OTHER	NOTHING
Bis nachher zum #Sommerhaus #FirstDates	OTHER	NOTHING
Ich saufe mir gerne in Bierzelten die Birne weg, verfolge aber harmlose kleine Kiffer!  #ichbincsu	OTHER	NOTHING
11 o'clock Deadline ist wirklich Blödsinn für alle Beteiligten.   Meine Meinung.   #Wimbledon #NadalDjokovic	OTHER	NOTHING
Morgen erst #CROFRA-Packen, dann #FRACRO gucken.	OTHER	NOTHING
Darüber werden #China und #Indien nur lachen, Märkte können und werden sich verändern. #Trump #strafzoelle http://	OTHER	NOTHING
@name @name Es war nicht nur ein Gewaltverbrechen, sondern ein Terroranschlag, verübt durch einen Merkelmoslem. #DankeMerkel #Lübeck #Luebeck	OFFENSE	NOTHING
Das sind die Bürgerkriegsähnlichen Zustände. Na denn, #fckafd #nog20 #g20 #hhbue	OFFENSE	NOTHING
Jedesmal, wenn ich lese "Äußerungen Gaulands" frag ich mich, warum man dem noch zu hört? Den anderen deppen, die an der Bushaltestelle rumpöbeln hört doch auch keiner zu. #fckafd	OFFENSE	NOTHING
ARD: Das Erste: ANNE WILL am 3. Juni 2018 um 21:45 Uhr im Ersten:  Putins WM - die Welt zu Gast bei Ex-Freunden? http://	OTHER	NOTHING
"das wird alles im einzelnen aufbereitet" ach. am arsch. grote, das glaubste doch selbst nicht. #hhbue #NoG20	OFFENSE	NOTHING
#gegenteiltiere ist jetzt eine tendenz in #Berlin  http://://t.co/AZVvcoCaoB	OTHER	NOTHING
Beim Testspiel werden Gündogan und Özil ausgepfiffen http://://t.co/Pagead00yZ	OTHER	NOTHING
#VolkerHerres auf den #sfd18: Am 30.9.18 Free-TV-Premiere im Ersten für #BabylonBerlin	OTHER	NOTHING
Lesen schadet der Dummheit   #bibtag18	OTHER	NOTHING
#BestNeverRest  in einer Minute der DEPP der Nation...nach seinem Fehlpass... in der 95. Min der Held ohne Nerven mit der geilen Schußtechnik. #ToniKroos  #geilerscheiss #herzinfarktrisiko #vollaufdiehaterfressen	OTHER	NOTHING
Heute ist Sehbehindertentag. #Sehbehindertentag #Sehbehinderung #Sehkraft http://	OTHER	NOTHING
Autonome Waffen: Tausende KI-Forscher geloben Verzicht auf Waffenentwicklung - Spektrum der Wissenschaft http://	OTHER	NOTHING
Erste Folge #BachelorInParadise angemacht .. Typ flüstert "Ich bin ein Hurensohn"... Ich so: Danke für die Zusammenfassung...	OTHER	NOTHING
Jens Büchner, die Unfähigkeit in Person. #Sommerhaus	OTHER	NOTHING
Macht mal das #BachelorInParadise-Gesülze weg da, ich warte auf #SternTV.	OTHER	NOTHING
#claudiakleinert @name @name @name #italia @name #napoleon soll in #paris einmarschiert sein und bereitet den einmarsch in ##sachsen vor  http://#brexit #france  #spain #italiafirst #Suedtirol @name #Tagesschau @name #usa @name	OTHER	NOTHING
Bert tritt mit sofortiger Wirkung aus dem #Sommerhaus zurück.	OTHER	NOTHING
Der Witz an der ganzen #Gauland Debatte, das genau diejenige die sich gegen Rechte stellen von der Politik gejagd, von der Polizei verprügelt und von  Medien als das eigentliches Problem dar gestellt wird.. #scheinheilig	OFFENSE	NOTHING
@name Bei #Bierhoff bekommt ein Fähnlein im Wind eine vollkommen neue Bedeutung.	OTHER	NOTHING
